1024, 1024, Square (1:1)
1152, 896, Landscape (4:3)
896, 1152, Portrait (3:4)
1216, 832, Landscape (3:2)
832, 1216, Portrait (2:3)
1344, 768, Cinematic (16:9)
768, 1344, Vertical (9:16)
1536, 640, Ultra Wide (21:9)
